verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
sink,hip,sink hip,100,Not found,Not found,Not found,4.21,5,9,90.411,129.73,157.16,172.63,0,1,4,91
sip,beer,sip beer,100,5022,7.87,sipping beer,4.88,1,1,74.267,130.5,169.11,196.91,0,1,3,93
sip,glass,sip glass,100,3986,6.91,sipping a glass of,4.82,7,1,149.6,219.89,246.25,262.92,0,1,3,92
sip,tea,sip tea,100,14049,9.72,sipping tea,4.69,5,1,72.271,138.59,176.5,199.08,0,1,3,89
sire,winner,sire winner,100,2220,6.18,sired the winners,3.21,3,1,161.86,268.28,315.83,341.99,0,1,1,92
sit,bone,sit bone,100,Not found,Not found,Not found,4.9,3,10,113.62,182.3,215.25,233.86,0,1,3,90
sit,phone,sit phone,100,2181,4.97,sat phone,4.86,3,10,132.03,200.44,232.92,254.36,0,1,3,97
sit,position,sit position,100,22295,7.24,a sitting position,2.62,16,10,229.38,325.34,362.4,380.34,0,1,3,96
skim,milk,skim milk,100,6494,8.65,skimmed milk,4.92,4,7,85.509,138.38,171.6,192.28,0,1,2,95
skim,surface,skim surface,100,5239,7.29,skim the surface,4.26,6,7,249.55,357.56,402.19,427.02,0,1,2,95
skip,pill,skip pill,100,Not found,Not found,Not found,4.72,5,6,68.926,102.91,117.35,126.85,0,1,2,86
skip,stone,skip stone,100,1604,5.43,skipping stones,4.72,13,6,159.19,242.89,279.87,302.48,0,1,2,91
skirt,board,skirt board,100,4887,6.77,skirting boards,4.57,9,4,187.08,278.44,317.8,338.2,0,1,1,93
slam,axe,slam axe,100,Not found,Not found,Not found,5.0,1,4,40.835,66.546,80.921,90.326,0,1,4,40
slam,door,slam door,100,40228,8.97,slammed the door,4.81,5,4,145.33,240.25,284.65,309.98,0,1,4,99
slam,gate,slam gate,100,577,5.01,slammed the gate,4.96,4,4,143.81,229.28,265.02,282.2,0,1,4,91
slam,hip,slam hip,100,417,5.18,slammed his hips,4.21,5,4,90.411,129.73,157.16,172.63,0,1,4,91
slap,ban,slap ban,100,751,5.54,slapped a ban,2.37,5,1,108.72,169.3,203.52,222.15,0,1,3,92
slap,face,slap face,100,5516,6.44,slapped his face,4.87,13,1,234.58,343.73,395.03,428.46,0,1,3,97
slap,hand,slap hand,100,8941,5.92,slapped his hand,4.72,14,1,269.2,382.64,427.86,454.46,0,1,3,96
slash,spending,slash spending,100,4420,8.1,slash spending,3.31,2,5,78.229,122.43,144.17,157.7,0,1,3,91
slash,tax,slash tax,100,2485,5.4,slashing taxes,3.89,1,5,84.254,125.94,147.02,164.68,0,1,3,91
slash,throat,slash throat,100,2869,8.11,throat was slashed,4.97,4,5,78.256,118.6,144.46,163.8,0,1,3,82
slather,butter,slather butter,100,228,5.04,butter slathered,4.9,2,1,82.231,121.23,150.89,172.76,0,1,1,81
slay,enemy,slay enemy,100,2709,6.3,slain enemies,2.83,4,1,148.22,227.71,259.5,276.9,0,1,1,96
sleep,dog,sleep dog,100,2476,5.26,Sleeping Dogs,4.85,7,2,104.88,197.0,248.38,285.38,0,1,2,98
sleep,pill,sleep pill,100,11849,9.11,sleeping pills,4.72,5,2,68.926,102.91,117.35,126.85,0,1,2,86
slice,butter,slice butter,100,Not found,Not found,Not found,4.9,2,4,82.231,121.23,150.89,172.76,0,1,3,81
slice,flesh,slice flesh,100,500,5.12,slice the flesh,4.59,3,4,117.07,169.48,189.27,199.45,0,1,3,80
slice,throat,slice throat,100,1128,6.43,slice his throat,4.97,4,4,78.256,118.6,144.46,163.8,0,1,3,82
slick,hair,slick hair,100,3587,6.41,slicked back hair,4.97,6,2,145.81,211.36,244.64,264.55,0,1,1,99
slide,bead,slide bead,100,Not found,Not found,Not found,4.9,3,3,78.865,116.76,135.58,146.95,0,1,7,74
slide,door,slide door,100,70862,9.66,sliding doors,4.81,5,3,145.33,240.25,284.65,309.98,0,1,7,99
slide,gate,slide gate,100,2074,6.35,sliding gates,4.96,4,3,143.81,229.28,265.02,282.2,0,1,7,91
slide,hand,slide hand,100,20627,7.04,slid his hand,4.72,14,3,269.2,382.64,427.86,454.46,0,1,7,96
slide,hip,slide hip,100,Not found,Not found,Not found,4.21,5,3,90.411,129.73,157.16,172.63,0,1,7,91
slide,surface,slide surface,100,1930,5.42,sliding surface,4.26,6,3,249.55,357.56,402.19,427.02,0,1,7,95
slide,window,slide window,100,11305,7.31,sliding window,4.86,8,3,140.8,244.66,291.16,317.16,0,1,7,95
slip,anchor,slip anchor,100,Not found,Not found,Not found,4.77,3,11,96.973,139.06,152.3,158.34,0,1,4,65
slip,hand,slip hand,100,11896,6.32,slipped his hand,4.72,14,11,269.2,382.64,427.86,454.46,0,1,4,96
slip,mind,slip mind,100,7931,6.82,slipped my mind,2.5,7,11,197.15,276.78,313.43,334.55,0,1,4,98
slip,pill,slip pill,100,Not found,Not found,Not found,4.72,5,11,68.926,102.91,117.35,126.85,0,1,4,86
slit,throat,slit throat,100,12893,10.92,slit his throat,4.97,4,2,78.256,118.6,144.46,163.8,0,1,1,82
slot,ball,slot ball,100,3296,5.75,slotted the ball,5.0,12,1,152.85,224.94,253.8,268.96,0,1,1,99
slow,breath,slow breath,100,Not found,Not found,Not found,4.36,5,3,72.307,105.92,123.28,131.92,0,1,4,85
slow,harvest,slow harvest,100,Not found,Not found,Not found,4.0,4,3,101.17,144.38,158.59,165.35,0,1,4,82
slow,momentum,slow momentum,100,2065,6.29,slow the momentum,2.5,2,3,79.992,112.44,123.59,129.88,0,1,4,89
slow,spending,slow spending,100,806,5.01,slow spending,3.31,2,3,78.229,122.43,144.17,157.7,0,1,4,91
smash,ball,smash ball,100,3155,5.59,smashed the ball,5.0,12,10,152.85,224.94,253.8,268.96,0,1,5,99
smash,door,smash door,100,2187,4.76,door was smashed,4.81,5,10,145.33,240.25,284.65,309.98,0,1,5,99
smash,face,smash face,100,3328,5.66,face smashed,4.87,13,10,234.58,343.73,395.03,428.46,0,1,5,97
smash,glass,smash glass,100,2822,6.31,smashing glass,4.82,7,10,149.6,219.89,246.25,262.92,0,1,5,92
smash,window,smash window,100,14661,7.83,smashing windows,4.86,8,10,140.8,244.66,291.16,317.16,0,1,5,95
smear,blood,smear blood,100,2322,6.35,blood smeared,4.86,5,4,132.86,194.1,218.83,232.67,0,1,3,97
smear,butter,smear butter,100,617,6.16,butter smeared,4.9,2,4,82.231,121.23,150.89,172.76,0,1,3,81
smear,reputation,smear reputation,100,1085,5.37,smear the reputation,1.64,3,4,181.29,254.1,285.24,303.63,0,1,3,96
smell,blood,smell blood,100,6749,7.59,smell blood,4.86,5,5,132.86,194.1,218.83,232.67,0,1,6,97
smell,breath,smell breath,100,1870,5.99,smelling breath,4.36,5,5,72.307,105.92,123.28,131.92,0,1,6,85
smell,fear,smell fear,100,2087,5.75,smell fear,2.57,3,5,208.48,300.15,342.67,365.02,0,1,6,97
smell,flesh,smell flesh,100,486,5.01,smell the burning flesh,4.59,3,5,117.07,169.48,189.27,199.45,0,1,6,80
smell,hint,smell hint,100,466,4.62,smell a hint of,2.33,5,5,145.16,208.15,236.51,250.97,0,1,6,89
smell,perfume,smell perfume,100,2919,8.16,smell her perfume,4.66,2,5,55.569,89.838,104.75,115.12,0,1,6,34
smile,face,smile face,100,30941,8.9,smiling face,4.87,13,2,234.58,343.73,395.03,428.46,0,1,2,97
smile,smile,smile smile,100,12426,9.19,smiled a smile,4.5,1,2,103.53,159.95,184.24,198.92,0,1,2,85
smoke,beer,smoke beer,100,638,4.44,smoked beer,4.88,1,2,74.267,130.5,169.11,196.91,0,1,3,93
smoke,fish,smoke fish,100,6589,7.26,smoked fish,5.0,4,2,164.99,237.0,271.35,292.14,0,1,3,98
smoke,tea,smoke tea,100,789,5.01,smoked tea,4.69,5,2,72.271,138.59,176.5,199.08,0,1,3,89
smooth,hair,smooth hair,100,5480,6.88,smoothed her hair,4.97,6,3,145.81,211.36,244.64,264.55,0,1,3,99
smooth,skin,smooth skin,100,3681,6.53,smooth the skin,4.79,6,3,169.4,240.84,276.4,299.07,0,1,3,97
smooth,surface,smooth surface,100,4321,6.91,smooth the surface,4.26,6,3,249.55,357.56,402.19,427.02,0,1,3,95
smother,flame,smother flame,100,1013,6.93,to smother the flames,4.67,1,5,93.561,139.75,160.47,173.35,0,1,2,81
smother,yawn,smother yawn,100,170,6.79,smothered a yawn,4.46,1,5,18.722,27.298,31.233,33.744,0,1,2,8
smuggle,bomb,smuggle bomb,100,631,5.24,smuggle a bomb,4.84,3,1,82.168,128.66,156.09,175.26,0,1,1,87
snap,ankle,snap ankle,100,Not found,Not found,Not found,4.81,1,13,41.848,89.279,125.92,148.97,0,1,5,69
snap,ball,snap ball,100,3637,5.76,ball is snapped,5.0,12,13,152.85,224.94,253.8,268.96,0,1,5,99
snap,bone,snap bone,100,816,5.18,snapping bones,4.9,3,13,113.62,182.3,215.25,233.86,0,1,5,90
snap,hip,snap hip,100,657,5.62,snapped his hips,4.21,5,13,90.411,129.73,157.16,172.63,0,1,5,91
snap,picture,snap picture,100,27574,7.89,snap a picture,4.52,10,13,124.67,237.09,298.33,333.94,0,1,5,97
snatch,kiss,snatch kiss,100,223,4.85,snatch a kiss,4.48,4,3,79.436,123.41,140.16,149.2,0,1,1,62
sneak,kiss,sneak kiss,100,435,6.05,sneak a kiss,4.48,4,4,79.436,123.41,140.16,149.2,0,1,1,62
sniff,perfume,sniff perfume,100,222,5.87,sniff the perfume,4.66,2,2,55.569,89.838,104.75,115.12,0,1,1,34
soften,butter,soften butter,100,1058,6.55,softened butter,4.9,2,7,82.231,121.23,150.89,172.76,0,1,3,81
soften,skin,soften skin,100,6229,7.29,soften the skin,4.79,6,7,169.4,240.84,276.4,299.07,0,1,3,97
soften,tone,soften tone,100,1969,6.33,softened his tone,3.07,10,7,168.02,248.56,285.18,303.36,0,1,3,94
solemnise,marriage,solemnise marriage,100,1524,6.12,marriage was solemnised,2.51,4,3,196.35,296.41,331.1,348.3,0,1,1,95
solemnize,marriage,solemnize marriage,100,5766,8.03,marriage was solemnized,2.51,4,3,196.35,296.41,331.1,348.3,0,1,2,95
solemnize,wedding,solemnize wedding,100,595,5.94,wedding was solemnized at,3.92,3,3,114.39,181.84,210.21,227.33,0,1,2,88
solicit,fund,solicit fund,100,5317,6.16,solicit funds,3.18,3,5,147.28,207.45,229.19,247.48,0,1,1,94
solidify,position,solidify position,100,6760,5.78,solidify its position,2.62,16,2,229.38,325.34,362.4,380.34,0,1,2,96
solidify,reputation,solidify reputation,100,1841,6.05,solidified his reputation,1.64,3,2,181.29,254.1,285.24,303.63,0,1,2,96
solve,challenge,solve challenge,100,50979,8.26,solve challenges,2.11,5,3,158.7,224.89,250.88,263.63,0,1,11,93
solve,confusion,solve confusion,100,Not found,Not found,Not found,2.24,5,3,118.8,177.89,200.35,212.85,0,1,11,87
solve,controversy,solve controversy,100,Not found,Not found,Not found,2.29,1,3,146.19,222.23,259.61,281.54,0,1,11,84
solve,crisis,solve crisis,100,25365,8.13,solve the crisis,2.33,2,3,139.99,213.55,249.27,271.87,0,1,11,89
solve,doubt,solve doubt,100,1078,3.39,solve your doubts,1.79,2,3,158.05,239.27,270.23,288.3,0,1,11,88
solve,question,solve question,100,16249,5.65,solve the question,3.36,6,3,211.73,299.72,335.13,354.36,0,1,11,94
solve,racism,solve racism,100,Not found,Not found,Not found,2.36,2,3,94.579,134.49,155.54,172.51,0,1,11,86
solve,secret,solve secret,100,Not found,Not found,Not found,2.19,3,3,106.43,149.86,166.24,174.76,0,1,11,90
solve,situation,solve situation,100,6851,5.62,solve the situation,2.03,5,3,186.49,274.89,314.53,332.46,0,1,11,98
solve,skill,solve skill,100,22037,6.93,and problem solving skills,2.17,2,3,158.2,237.46,270.14,289.39,0,1,11,86
solve,structure,solve structure,100,5205,5.19,solved the structure,4.03,5,3,243.93,343.97,379.8,400.18,0,1,11,96
soothe,ego,soothe ego,100,433,5.8,soothe his ego,1.74,3,2,71.854,105.1,119.65,127.07,0,1,6,72
soothe,infant,soothe infant,100,264,4.93,soothe infants,4.93,1,2,95.378,142.86,165.46,180.78,0,1,6,71
soothe,mind,soothe mind,100,2725,5.34,soothe the mind,2.5,7,2,197.15,276.78,313.43,334.55,0,1,6,98
soothe,muscle,soothe muscle,100,2239,6.77,soothe sore muscles,4.5,5,2,91.117,146.9,175.42,195.22,0,1,6,94
soothe,skin,soothe skin,100,9193,7.91,soothe the skin,4.79,6,2,169.4,240.84,276.4,299.07,0,1,6,97
soothe,throat,soothe throat,100,2714,8.27,soothe a sore throat,4.97,4,2,78.256,118.6,144.46,163.8,0,1,6,82
sound,board,sound board,100,17032,8.11,a sounding board,4.57,9,7,187.08,278.44,317.8,338.2,0,1,3,93
sound,hip,sound hip,100,Not found,Not found,Not found,4.21,5,7,90.411,129.73,157.16,172.63,0,1,3,91
sound,tone,sound tone,100,1882,5.59,sounding tone,3.07,10,7,168.02,248.56,285.18,303.36,0,1,3,94
sour,relation,sour relation,100,1538,5.89,soured relations,2.11,6,2,234.35,333.67,369.06,392.03,0,1,1,97
sow,confusion,sow confusion,100,3504,7.65,to sow confusion,2.24,5,3,118.8,177.89,200.35,212.85,0,1,8,87
sow,crop,sow crop,100,5292,7.86,sown crops,4.24,6,3,130.57,186.59,211.43,228.77,0,1,8,94
sow,dissent,sow dissent,100,412,5.88,to sow dissent,2.17,3,3,65.304,91.841,101.36,107.56,0,1,8,45
sow,doubt,sow doubt,100,3087,6.18,to sow doubt,1.79,2,3,158.05,239.27,270.23,288.3,0,1,8,88
sow,fear,sow fear,100,1666,5.56,to sow fear,2.57,3,3,208.48,300.15,342.67,365.02,0,1,8,97
sow,hate,sow hate,100,197,4.66,sowing hate,1.97,1,3,60.282,84.845,95.871,102.6,0,1,8,58
sow,panic,sow panic,100,546,6.02,to sow panic,3.04,2,3,68.935,102.98,116.38,124.13,0,1,8,53
sow,terror,sow terror,100,905,6.65,to sow terror,2.43,4,3,89.753,127.38,141.12,150.15,0,1,8,78
spare,expense,spare expense,100,13481,8.72,spared no expense,2.57,3,4,166.21,247.22,277.52,295.84,0,1,1,87
spark,confusion,spark confusion,100,Not found,Not found,Not found,2.24,5,2,118.8,177.89,200.35,212.85,0,1,16,87
spark,controversy,spark controversy,100,12090,9.05,sparked controversy,2.29,1,2,146.19,222.23,259.61,281.54,0,1,16,84
spark,conversation,spark conversation,100,14871,8.07,spark conversation,3.28,1,2,166.81,255.38,299.17,324.56,0,1,16,98
spark,crisis,spark crisis,100,3088,6.29,crisis sparked,2.33,2,2,139.99,213.55,249.27,271.87,0,1,16,89
spark,debate,spark debate,100,20078,9.04,sparked debate,3.18,2,2,184.93,291.91,338.79,365.58,0,1,16,94
spark,discussion,spark discussion,100,11344,7.29,spark discussion,3.07,2,2,180.21,295.44,351.36,377.72,0,1,16,98
spark,fear,spark fear,100,5004,6.8,sparked fears,2.57,3,2,208.48,300.15,342.67,365.02,0,1,16,97
spark,fight,spark fight,100,819,4.38,sparked a fight,4.2,5,2,166.91,274.84,323.71,354.02,0,1,16,93
spark,flame,spark flame,100,1100,5.68,sparked a flame,4.67,1,2,93.561,139.75,160.47,173.35,0,1,16,81
spark,fury,spark fury,100,941,5.91,sparked fury,2.89,4,2,78.211,122.7,138.28,147.9,0,1,16,27
spark,hope,spark hope,100,1304,4.69,sparked hope,1.25,6,2,166.95,241.91,272.45,287.77,0,1,16,93
spark,idea,spark idea,100,10371,5.4,sparked the idea,1.61,5,2,186.11,292.47,339.77,365.76,0,1,16,99
spark,joy,spark joy,100,2479,6.33,spark joy,2.37,2,2,107.12,161.36,189.58,205.58,0,1,16,88
spark,panic,spark panic,100,1203,6.08,sparked panic,3.04,2,2,68.935,102.98,116.38,124.13,0,1,16,53
spark,passion,spark passion,100,2562,6.18,sparked a passion,2.3,7,2,119.78,201.4,232.88,253.47,0,1,16,95
spark,resentment,spark resentment,100,Not found,Not found,Not found,1.78,1,2,65.466,105.55,126.74,139.17,0,1,16,51
spawn,enemy,spawn enemy,100,1293,5.12,spawning enemies,2.83,4,2,148.22,227.71,259.5,276.9,0,1,4,96
spawn,fish,spawn fish,100,1968,5.7,spawning fish,5.0,4,2,164.99,237.0,271.35,292.14,0,1,4,98
spawn,ground,spawn ground,100,8204,7.22,spawning grounds,4.77,11,2,207.06,291.84,324.49,350.64,0,1,4,89
spawn,thread,spawn thread,100,2579,6.08,spawned thread,4.83,4,2,107.65,151.12,168.96,178.79,0,1,4,94
speak,line,speak line,100,9546,5.52,line spoken,4.5,30,5,253.42,357.41,397.32,421.22,0,1,6,98
speak,mind,speak mind,100,41028,8.48,speak his mind,2.5,7,5,197.15,276.78,313.43,334.55,0,1,6,98
speak,nonsense,speak nonsense,100,1623,4.87,speaking nonsense,2.38,2,5,61.401,95.296,109.2,118.44,0,1,6,73
speak,sentence,speak sentence,100,4854,5.88,sentence spoken,3.57,3,5,120.5,167.75,185.71,195.53,0,1,6,99
speak,skill,speak skill,100,11602,6.13,speaking skills,2.17,2,5,158.2,237.46,270.14,289.39,0,1,6,86
speak,word,speak word,100,176771,9.67,spoken word,3.56,10,5,247.83,371.55,418.36,446.17,0,1,6,98
spearhead,campaign,spearhead campaign,100,6761,6.99,campaign spearheaded,3.0,4,1,234.82,326.5,365.57,390.31,0,1,1,93
specify,ground,specify ground,100,Not found,Not found,Not found,4.77,11,7,207.06,291.84,324.49,350.64,0,1,4,89
specify,hint,specify hint,100,Not found,Not found,Not found,2.33,5,7,145.16,208.15,236.51,250.97,0,1,4,89
specify,rule,specify rule,100,5972,5.38,rules specified,2.57,12,7,177.48,280.06,326.59,358.7,0,1,4,96
specify,target,specify target,100,3192,5.1,targets specified,4.11,5,7,165.15,233.33,258.47,270.78,0,1,4,95
spell,word,spell word,100,24761,7.15,spell the word,3.56,10,6,247.83,371.55,418.36,446.17,0,1,1,98
spend,breath,spend breath,100,Not found,Not found,Not found,4.36,5,3,72.307,105.92,123.28,131.92,0,1,8,85
spend,deal,spend deal,100,41028,6.97,spent a great deal of time,3.1,9,3,162.55,254.97,291.8,311.14,0,1,8,98
spend,fund,spend fund,100,25223,6.38,funds are spent,3.18,3,3,147.28,207.45,229.19,247.48,0,1,8,94
spend,fury,spend fury,100,Not found,Not found,Not found,2.89,4,3,78.211,122.7,138.28,147.9,0,1,8,27
spend,load,spend load,100,Not found,Not found,Not found,3.63,9,3,139.13,209.14,235.35,251.18,0,1,8,98
spend,money,spend money,100,470098,10.06,spend money,4.54,3,3,103.44,164.62,189.47,205.68,0,1,8,97
spend,tax,spend tax,100,Not found,Not found,Not found,3.89,1,3,84.254,125.94,147.02,164.68,0,1,8,91
spend,time,spend time,100,1884886,10.91,spend time,3.07,10,3,273.83,408.51,469.17,512.74,0,1,8,95
spew,flame,spew flame,100,455,5.67,spewing flames,4.67,1,3,93.561,139.75,160.47,173.35,0,1,4,81
spew,hate,spew hate,100,2021,8.77,spewing hate,1.97,1,3,60.282,84.845,95.871,102.6,0,1,4,58
spew,lava,spew lava,100,1017,8.65,spewing lava,4.82,1,3,51.592,80.948,94.118,103.81,0,1,4,10
spew,nonsense,spew nonsense,100,1473,7.96,spewing nonsense,2.38,2,3,61.401,95.296,109.2,118.44,0,1,4,73
spice,tea,spice tea,100,988,6.07,spiced tea,4.69,5,2,72.271,138.59,176.5,199.08,0,1,1,89
spike,sugar,spike sugar,100,1194,6.4,spike your blood sugar,4.87,3,6,84.472,131.97,165.27,185.99,0,1,1,94
spill,beer,spill beer,100,2737,6.93,spilled beer,4.88,1,6,74.267,130.5,169.11,196.91,0,1,7,93
spill,blood,spill blood,100,16474,9.01,spilled blood,4.86,5,6,132.86,194.1,218.83,232.67,0,1,7,97
spill,fluid,spill fluid,100,731,5.73,spilled fluids,4.73,2,6,107.21,168.71,197.48,212.55,0,1,7,88
spill,milk,spill milk,100,6775,8.45,spilled milk,4.92,4,6,85.509,138.38,171.6,192.28,0,1,7,95
spill,oil,spill oil,100,6161,7.03,spilled oil,4.93,4,6,116.09,174.9,208.49,229.11,0,1,7,97
spill,secret,spill secret,100,2935,6.64,spilling secrets,2.19,3,6,106.43,149.86,166.24,174.76,0,1,7,90
spill,tea,spill tea,100,2698,7.25,spill the tea,4.69,5,6,72.271,138.59,176.5,199.08,0,1,7,89
spin,ball,spin ball,100,2977,5.43,spin the ball,5.0,12,8,152.85,224.94,253.8,268.96,0,1,4,99
spin,sugar,spin sugar,100,864,5.26,spun sugar,4.87,3,8,84.472,131.97,165.27,185.99,0,1,4,94
spin,tale,spin tale,100,8646,8.31,spin a tale,3.23,2,8,178.08,277.38,316.31,343.61,0,1,4,91
spin,thread,spin thread,100,3016,6.18,spun thread,4.83,4,8,107.65,151.12,168.96,178.79,0,1,4,94
spit,blood,spit blood,100,3087,6.73,spitting blood,4.86,5,4,132.86,194.1,218.83,232.67,0,1,2,97
spit,flame,spit flame,100,594,5.97,spitting flames,4.67,1,4,93.561,139.75,160.47,173.35,0,1,2,81
spite,face,spite face,100,3301,5.79,your nose to spite your face,4.87,13,1,234.58,343.73,395.03,428.46,0,1,1,97
splash,water,splash water,100,11112,6.49,splashing water,5.0,6,7,232.15,324.2,362.8,390.59,0,1,1,97
splatter,blood,splatter blood,100,2288,6.38,blood splattered,4.86,5,2,132.86,194.1,218.83,232.67,0,1,1,97
splay,leg,splay leg,100,2174,6.05,splayed legs,4.83,9,3,134.48,212.33,256.38,294.07,0,1,1,97
split,hair,split hair,100,8366,7.09,splitting hairs,4.97,6,5,145.81,211.36,244.64,264.55,0,1,7,99
split,log,split log,100,1283,5.34,split logs,4.96,5,5,107.86,149.58,163.52,170.97,0,1,7,93
split,pill,split pill,100,Not found,Not found,Not found,4.72,5,5,68.926,102.91,117.35,126.85,0,1,7,86
split,profit,split profit,100,2502,5.65,split the profits,3.07,2,5,59.81,135.58,177.33,201.82,0,1,7,95
split,territory,split territory,100,Not found,Not found,Not found,3.41,3,5,170.99,267.54,308.58,331.65,0,1,7,91
split,time,split time,100,26527,5.12,split time,3.07,10,5,273.83,408.51,469.17,512.74,0,1,7,95
split,voter,split voter,100,Not found,Not found,Not found,3.93,1,5,113.27,163.03,184.22,197.0,0,1,7,88
spoil,chance,spoil chance,100,1430,3.45,spoil the chances,1.64,5,8,145.16,211.81,236.5,250.46,0,1,1,97
sponsor,campaign,sponsor campaign,100,3370,5.41,campaign sponsored,3.0,4,3,234.82,326.5,365.57,390.31,0,1,7,93
sponsor,competition,sponsor competition,100,9952,7.24,competition sponsored by,3.86,4,3,146.29,235.72,281.35,307.68,0,1,7,90
